dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,14.464600,4.993847,14.642507,4.759931,-6.931447,5.311738,5.435121
0.020000,14.526287,4.924961,14.734976,4.623453,-6.823880,5.378342,5.450390
0.020000,14.587199,4.859001,14.824759,4.489157,-6.714807,5.453656,5.465731
0.020000,14.647295,4.795898,14.911900,4.357035,-6.606108,5.434926,5.481106
0.020000,14.706532,4.735580,14.996441,4.227072,-6.498132,5.398823,5.496476
0.020000,14.764869,4.677975,15.078426,4.099249,-6.391136,5.349793,5.511802
0.020000,14.822265,4.623008,15.157897,3.973525,-6.286199,5.246826,5.527049
0.020000,14.878676,4.570603,15.234894,3.849846,-6.183994,5.110273,5.542179
0.020000,14.934062,4.520683,15.309456,3.728143,-6.085138,4.942803,5.557157
0.020000,14.988381,4.473170,15.381623,3.608338,-5.990242,4.744772,5.571950
0.020000,15.041593,4.427988,15.451430,3.490353,-5.899269,4.548683,5.586525
0.020000,15.093658,4.385059,15.518911,3.374036,-5.815809,4.172998,5.600852
0.020000,15.144537,4.344307,15.584098,3.259374,-5.733104,4.135231,5.614902
0.020000,15.194192,4.305657,15.647022,3.146186,-5.659417,3.684335,5.628650
0.020000,15.242583,4.269034,15.707709,3.034363,-5.591156,3.413062,5.642070
0.020000,15.289675,4.234367,15.766186,2.923806,-5.527831,3.166257,5.655139
0.020000,15.335431,4.201583,15.822474,2.814429,-5.468836,2.949746,5.667839
0.020000,15.379816,4.170614,15.876595,2.706052,-5.418863,2.498648,5.680149
0.020000,15.422796,4.141393,15.928568,2.598640,-5.370594,2.413479,5.692054
0.020000,15.464338,4.113855,15.978408,2.492009,-5.331559,1.951743,5.703540
0.020000,15.504408,4.087937,16.026130,2.386080,-5.296465,1.754673,5.714592
0.020000,15.542976,4.063580,16.071746,2.280790,-5.264497,1.598415,5.725201
0.020000,15.580013,4.040724,16.115267,2.176094,-5.234810,1.484359,5.735357
0.020000,15.615488,4.019315,16.156701,2.071697,-5.219830,0.749007,5.745052
0.020000,15.649374,3.999300,16.196057,1.967797,-5.195004,1.241289,5.754280
0.020000,15.681645,3.980628,16.233341,1.864162,-5.181775,0.661438,5.763034
0.020000,15.712275,3.963252,16.268556,1.760766,-5.169767,0.600426,5.771312
0.020000,15.741241,3.947127,16.301708,1.657602,-5.158230,0.576845,5.779109
0.020000,15.768518,3.932211,16.332797,1.554439,-5.158124,0.005292,5.786423
0.020000,15.794087,3.918462,16.361828,1.451553,-5.144319,0.690263,5.793252
0.020000,15.817927,3.905845,16.388800,1.348633,-5.145988,-0.083490,5.799595
0.020000,15.840019,3.894326,16.413715,1.245745,-5.144422,0.078326,5.805452
0.020000,15.860345,3.883871,16.436572,1.142845,-5.145003,-0.029052,5.810821
0.020000,15.878890,3.874453,16.457372,1.039985,-5.142957,0.102297,5.815704
0.020000,15.895641,3.866043,16.476116,0.937198,-5.139385,0.178603,5.820102
0.020000,15.910582,3.858620,16.492799,0.834170,-5.151386,-0.600070,5.824012
0.020000,15.923703,3.852160,16.507424,0.731260,-5.145496,0.294498,5.827438
0.020000,15.934995,3.846646,16.519990,0.628288,-5.148591,-0.154752,5.830379
0.020000,15.944447,3.842062,16.530496,0.525282,-5.150317,-0.086258,5.832837
0.020000,15.952054,3.838393,16.538941,0.422247,-5.151767,-0.072511,5.834811
0.020000,15.957806,3.835631,16.545322,0.319064,-5.159148,-0.369053,5.836302
0.020000,15.961704,3.833766,16.549643,0.216028,-5.151797,0.367520,5.837312
0.020000,15.963741,3.832793,16.551901,0.112917,-5.155534,-0.186836,5.837839
0.020000,15.964339,3.832507,16.552563,0.033104,-3.990649,58.244276,5.837994
0.020000,15.964383,3.832486,16.552612,0.002436,-1.533421,122.861369,5.838005
0.020000,15.964383,3.832486,16.552612,0.000000,-0.121776,70.582242,5.838005
