dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.611750,1.200882,1.615524,4.371009,5.825358,-1.228181,0.098827
0.020000,1.701022,1.210021,1.705262,4.486927,5.795880,-1.473900,0.105219
0.020000,1.792524,1.219992,1.797306,4.602162,5.761753,-1.706383,0.111888
0.020000,1.886239,1.230851,1.891648,4.717128,5.748336,-0.670849,0.118845
0.020000,1.982140,1.242654,1.988272,4.831215,5.704328,-2.200398,0.126102
0.020000,2.080201,1.255462,2.087167,4.944712,5.674855,-1.473619,0.133669
0.020000,2.180396,1.269336,2.188317,5.057513,5.640067,-1.739430,0.141558
0.020000,2.282693,1.284343,2.291709,5.169602,5.604423,-1.782209,0.149784
0.020000,2.387062,1.300550,2.397329,5.281013,5.570558,-1.693243,0.158359
0.020000,2.493467,1.318029,2.505160,5.391534,5.526073,-2.224226,0.167297
0.020000,2.601869,1.336853,2.615184,5.501226,5.484592,-2.074075,0.176613
